condition,dataset_source,hours_after_sunset,bat_landing_to_food,seconds_after_rat_arrival,metric_type,bat_landing_number,food_availability
control,time_series,4.5,,,aggregate_behavior,53.0,3.0
control,time_series,5.0,,,aggregate_behavior,46.0,3.0
rat_present,time_series,5.5,,,aggregate_behavior,56.0,3.0
control,time_series,6.0,,,aggregate_behavior,46.0,2.800105764
control,time_series,6.5,,,aggregate_behavior,46.0,2.31147541
rat_present,time_series,7.0,,,aggregate_behavior,43.0,2.005288207
control,time_series,7.5,,,aggregate_behavior,61.0,2.0
control,time_series,8.0,,,aggregate_behavior,21.0,2.0
control,time_series,8.5,,,aggregate_behavior,29.0,2.0
control,time_series,9.0,,,aggregate_behavior,16.0,2.0
control,time_series,9.5,,,aggregate_behavior,12.0,2.0
control,time_series,10.0,,,aggregate_behavior,7.0,2.0
control,time_series,10.5,,,aggregate_behavior,4.0,0.0
control,time_series,11.0,,,aggregate_behavior,3.0,0.0
control,time_series,11.5,,,aggregate_behavior,1.0,0.0
control,time_series,12.0,,,aggregate_behavior,2.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-1.0,,,aggregate_behavior,1.0,4.0
control,time_series,-0.5,,,aggregate_behavior,9.0,4.0
control,time_series,0.0,,,aggregate_behavior,25.0,4.0
control,time_series,0.5,,,aggregate_behavior,13.0,4.0
control,time_series,1.0,,,aggregate_behavior,13.0,3.814383924
control,time_series,1.5,,,aggregate_behavior,74.0,3.327868852
control,time_series,2.0,,,aggregate_behavior,107.0,3.007932311
control,time_series,2.5,,,aggregate_behavior,106.0,3.0
control,time_series,3.0,,,aggregate_behavior,81.0,2.800105764
control,time_series,3.5,,,aggregate_behavior,56.0,2.31147541
control,time_series,4.0,,,aggregate_behavior,129.0,2.005288207
control,time_series,4.5,,,aggregate_behavior,98.0,2.0
rat_present,time_series,5.0,,,aggregate_behavior,69.0,2.0
control,time_series,5.5,,,aggregate_behavior,94.0,2.0
control,time_series,6.0,,,aggregate_behavior,76.0,1.804783092
rat_present,time_series,6.5,,,aggregate_behavior,55.0,1.293103448
control,time_series,7.0,,,aggregate_behavior,28.0,0.779689297
control,time_series,7.5,,,aggregate_behavior,21.0,0.271186441
control,time_series,8.0,,,aggregate_behavior,27.0,0.008474576
control,time_series,8.5,,,aggregate_behavior,16.0,0.0
control,time_series,9.0,,,aggregate_behavior,15.0,0.0
control,time_series,9.5,,,aggregate_behavior,2.0,0.0
control,time_series,-2.0,,,aggregate_behavior,8.0,4.0
control,time_series,-1.5,,,aggregate_behavior,47.0,4.0
control,time_series,-1.0,,,aggregate_behavior,69.0,4.0
control,time_series,-0.5,,,aggregate_behavior,26.0,4.0
control,time_series,0.0,,,aggregate_behavior,39.0,4.0
control,time_series,0.5,,,aggregate_behavior,26.0,4.0
control,time_series,1.0,,,aggregate_behavior,54.0,3.778020776
control,time_series,1.5,,,aggregate_behavior,61.0,3.271186441
control,time_series,2.0,,,aggregate_behavior,76.0,3.000546747
rat_present,time_series,2.5,,,aggregate_behavior,68.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,98.0,2.774193548
control,time_series,3.5,,,aggregate_behavior,82.0,2.25862069
rat_present,time_series,4.0,,,aggregate_behavior,69.0,2.0
rat_present,time_series,4.5,,,aggregate_behavior,91.0,2.0
control,time_series,5.0,,,aggregate_behavior,62.0,2.0
rat_present,time_series,5.5,,,aggregate_behavior,67.0,2.0
rat_present,time_series,6.0,,,aggregate_behavior,67.0,1.758064516
control,time_series,6.5,,,aggregate_behavior,60.0,1.274193548
control,time_series,7.0,,,aggregate_behavior,49.0,1.001560874
control,time_series,7.5,,,aggregate_behavior,43.0,1.0
control,time_series,8.0,,,aggregate_behavior,35.0,1.0
control,time_series,8.5,,,aggregate_behavior,17.0,1.0
control,time_series,9.0,,,aggregate_behavior,13.0,1.0
control,time_series,9.5,,,aggregate_behavior,13.0,0.0
control,time_series,10.0,,,aggregate_behavior,6.0,0.0
control,time_series,11.0,,,aggregate_behavior,2.0,0.0
control,time_series,13.5,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,2.0,4.0
control,time_series,-0.5,,,aggregate_behavior,22.0,3.365384615
control,time_series,0.0,,,aggregate_behavior,14.0,3.006203474
control,time_series,0.5,,,aggregate_behavior,16.0,3.0
control,time_series,1.0,,,aggregate_behavior,21.0,3.0
control,time_series,1.5,,,aggregate_behavior,27.0,3.0
rat_present,time_series,2.0,,,aggregate_behavior,27.0,3.0
rat_present,time_series,2.5,,,aggregate_behavior,77.0,3.0
control,time_series,3.0,,,aggregate_behavior,54.0,3.0
control,time_series,3.5,,,aggregate_behavior,60.0,3.0
rat_present,time_series,4.0,,,aggregate_behavior,53.0,2.785298784
rat_present,time_series,4.5,,,aggregate_behavior,82.0,2.295081967
control,time_series,5.0,,,aggregate_behavior,57.0,2.003172924
rat_present,time_series,5.5,,,aggregate_behavior,49.0,2.0
control,time_series,6.0,,,aggregate_behavior,69.0,2.0
control,time_series,6.5,,,aggregate_behavior,50.0,2.0
control,time_series,7.0,,,aggregate_behavior,50.0,2.0
control,time_series,7.5,,,aggregate_behavior,37.0,2.0
control,time_series,8.0,,,aggregate_behavior,32.0,2.0
control,time_series,8.5,,,aggregate_behavior,18.0,2.0
control,time_series,9.0,,,aggregate_behavior,13.0,2.0
control,time_series,9.5,,,aggregate_behavior,7.0,2.0
control,time_series,10.0,,,aggregate_behavior,5.0,1.832092639
control,time_series,10.5,,,aggregate_behavior,3.0,1.448717949
control,time_series,11.0,,,aggregate_behavior,1.0,1.128205128
control,time_series,13.5,,,aggregate_behavior,5.0,0.0
control,time_series,-1.5,,,aggregate_behavior,1.0,4.0
control,time_series,-1.0,,,aggregate_behavior,2.0,4.0
control,time_series,-0.5,,,aggregate_behavior,16.0,4.0
control,time_series,0.0,,,aggregate_behavior,14.0,3.790322581
control,time_series,0.5,,,aggregate_behavior,22.0,3.209677419
control,time_series,1.0,,,aggregate_behavior,18.0,3.0
control,time_series,1.5,,,aggregate_behavior,15.0,3.0
control,time_series,2.0,,,aggregate_behavior,40.0,3.0
control,time_series,2.5,,,aggregate_behavior,79.0,3.0
rat_present,time_series,3.0,,,aggregate_behavior,85.0,3.0
control,time_series,3.5,,,aggregate_behavior,70.0,3.0
control,time_series,4.0,,,aggregate_behavior,88.0,3.0
control,time_series,4.5,,,aggregate_behavior,91.0,3.0
control,time_series,5.0,,,aggregate_behavior,95.0,3.0
control,time_series,5.5,,,aggregate_behavior,101.0,2.998413538
control,time_series,6.0,,,aggregate_behavior,98.0,2.721311475
control,time_series,6.5,,,aggregate_behavior,85.0,2.229700996
control,time_series,7.0,,,aggregate_behavior,64.0,1.833333333
control,time_series,7.5,,,aggregate_behavior,52.0,1.520833333
control,time_series,8.0,,,aggregate_behavior,59.0,1.208333333
control,time_series,8.5,,,aggregate_behavior,25.0,1.026041667
control,time_series,9.0,,,aggregate_behavior,8.0,0.0
control,time_series,9.5,,,aggregate_behavior,11.0,0.0
control,time_series,10.0,,,aggregate_behavior,2.0,0.0
control,time_series,10.5,,,aggregate_behavior,2.0,0.0
control,time_series,-2.0,,,aggregate_behavior,16.0,4.0
control,time_series,-1.5,,,aggregate_behavior,14.0,4.0
control,time_series,-1.0,,,aggregate_behavior,7.0,4.0
control,time_series,-0.5,,,aggregate_behavior,10.0,4.0
control,time_series,0.0,,,aggregate_behavior,18.0,4.0
control,time_series,0.5,,,aggregate_behavior,32.0,3.996662959
control,time_series,1.0,,,aggregate_behavior,25.0,3.689655172
control,time_series,1.5,,,aggregate_behavior,31.0,3.180756396
control,time_series,2.0,,,aggregate_behavior,44.0,3.0
control,time_series,2.5,,,aggregate_behavior,46.0,3.0
control,time_series,3.0,,,aggregate_behavior,57.0,3.0
control,time_series,3.5,,,aggregate_behavior,91.0,2.991935484
control,time_series,4.0,,,aggregate_behavior,105.0,2.666666667
control,time_series,4.5,,,aggregate_behavior,72.0,2.174731183
control,time_series,5.0,,,aggregate_behavior,75.0,2.0
control,time_series,5.5,,,aggregate_behavior,69.0,2.0
control,time_series,6.0,,,aggregate_behavior,54.0,2.0
control,time_series,6.5,,,aggregate_behavior,57.0,2.0
control,time_series,7.0,,,aggregate_behavior,87.0,2.0
control,time_series,7.5,,,aggregate_behavior,70.0,2.0
control,time_series,8.0,,,aggregate_behavior,31.0,2.0
control,time_series,8.5,,,aggregate_behavior,26.0,1.99941349
control,time_series,9.0,,,aggregate_behavior,12.0,1.709090909
rat_present,time_series,9.5,,,aggregate_behavior,5.0,1.218181818
rat_present,time_series,10.0,,,aggregate_behavior,1.0,0.0
rat_present,time_series,10.5,,,aggregate_behavior,0.0,0.0
control,time_series,11.0,,,aggregate_behavior,2.0,0.0
control,time_series,11.5,,,aggregate_behavior,1.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
control,time_series,-2.0,,,aggregate_behavior,28.0,4.0
control,time_series,-1.5,,,aggregate_behavior,13.0,3.984691088
control,time_series,-1.0,,,aggregate_behavior,16.0,3.627118644
control,time_series,-0.5,,,aggregate_behavior,49.0,3.138326955
control,time_series,0.0,,,aggregate_behavior,51.0,3.0
control,time_series,0.5,,,aggregate_behavior,52.0,3.0
control,time_series,1.0,,,aggregate_behavior,54.0,3.0
control,time_series,1.5,,,aggregate_behavior,28.0,3.0
control,time_series,2.0,,,aggregate_behavior,31.0,3.0
control,time_series,2.5,,,aggregate_behavior,28.0,3.0
control,time_series,3.0,,,aggregate_behavior,83.0,3.0
control,time_series,3.5,,,aggregate_behavior,92.0,2.991511036
control,time_series,4.0,,,aggregate_behavior,111.0,2.649122807
control,time_series,4.5,,,aggregate_behavior,116.0,2.143180532
control,time_series,5.0,,,aggregate_behavior,137.0,2.0
control,time_series,5.5,,,aggregate_behavior,151.0,2.0
control,time_series,6.0,,,aggregate_behavior,158.0,2.0
control,time_series,6.5,,,aggregate_behavior,178.0,2.0
control,time_series,7.0,,,aggregate_behavior,178.0,2.0
control,time_series,7.5,,,aggregate_behavior,62.0,1.991511036
control,time_series,8.0,,,aggregate_behavior,27.0,1.649122807
rat_present,time_series,8.5,,,aggregate_behavior,25.0,1.143180532
control,time_series,9.0,,,aggregate_behavior,12.0,1.0
control,time_series,9.5,,,aggregate_behavior,17.0,1.0
control,time_series,10.0,,,aggregate_behavior,3.0,0.0
control,time_series,11.5,,,aggregate_behavior,1.0,0.0
control,time_series,13.5,,,aggregate_behavior,7.0,0.0
control,time_series,-2.0,,,aggregate_behavior,25.0,4.0
control,time_series,-1.5,,,aggregate_behavior,11.0,4.0
control,time_series,-1.0,,,aggregate_behavior,24.0,4.0
control,time_series,-0.5,,,aggregate_behavior,42.0,3.977318548
control,time_series,0.0,,,aggregate_behavior,38.0,3.625
control,time_series,0.5,,,aggregate_behavior,31.0,3.163810484
control,time_series,1.0,,,aggregate_behavior,35.0,3.0
control,time_series,1.5,,,aggregate_behavior,23.0,3.0
control,time_series,2.0,,,aggregate_behavior,25.0,3.0
control,time_series,2.5,,,aggregate_behavior,26.0,3.0
control,time_series,3.0,,,aggregate_behavior,26.0,3.0
control,time_series,3.5,,,aggregate_behavior,59.0,3.0
control,time_series,4.0,,,aggregate_behavior,65.0,3.0
control,time_series,4.5,,,aggregate_behavior,74.0,3.0
control,time_series,5.0,,,aggregate_behavior,69.0,3.0
control,time_series,5.5,,,aggregate_behavior,89.0,3.0
control,time_series,6.0,,,aggregate_behavior,66.0,3.0
control,time_series,6.5,,,aggregate_behavior,71.0,3.0
control,time_series,7.0,,,aggregate_behavior,66.0,3.0
control,time_series,7.5,,,aggregate_behavior,90.0,2.984427141
control,time_series,8.0,,,aggregate_behavior,51.0,2.620689655
control,time_series,8.5,,,aggregate_behavior,82.0,2.128476085
control,time_series,9.0,,,aggregate_behavior,40.0,2.0
control,time_series,9.5,,,aggregate_behavior,12.0,2.0
control,time_series,10.0,,,aggregate_behavior,6.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,5.0,2.0
control,time_series,-2.0,,,aggregate_behavior,5.0,4.0
control,time_series,-1.5,,,aggregate_behavior,22.0,4.0
control,time_series,-1.0,,,aggregate_behavior,12.0,4.0
control,time_series,-0.5,,,aggregate_behavior,18.0,4.0
control,time_series,0.0,,,aggregate_behavior,24.0,4.0
control,time_series,0.5,,,aggregate_behavior,30.0,4.0
control,time_series,1.0,,,aggregate_behavior,26.0,4.0
control,time_series,1.5,,,aggregate_behavior,39.0,3.97091486
rat_present,time_series,2.0,,,aggregate_behavior,36.0,3.590163934
control,time_series,2.5,,,aggregate_behavior,23.0,3.122157589
control,time_series,3.0,,,aggregate_behavior,30.0,3.0
control,time_series,3.5,,,aggregate_behavior,22.0,3.0
control,time_series,4.0,,,aggregate_behavior,25.0,3.0
control,time_series,4.5,,,aggregate_behavior,24.0,3.0
control,time_series,5.0,,,aggregate_behavior,23.0,3.0
control,time_series,5.5,,,aggregate_behavior,41.0,2.970430108
control,time_series,6.0,,,aggregate_behavior,28.0,2.583333333
control,time_series,6.5,,,aggregate_behavior,31.0,2.112903226
control,time_series,7.0,,,aggregate_behavior,25.0,2.0
control,time_series,7.5,,,aggregate_behavior,28.0,1.979977753
control,time_series,8.0,,,aggregate_behavior,29.0,1.603448276
control,time_series,8.5,,,aggregate_behavior,17.0,1.11679644
control,time_series,9.0,,,aggregate_behavior,6.0,1.0
control,time_series,9.5,,,aggregate_behavior,7.0,1.0
control,time_series,10.0,,,aggregate_behavior,9.0,0.0
rat_present,time_series,10.5,,,aggregate_behavior,1.0,0.0
control,time_series,11.0,,,aggregate_behavior,4.0,0.0
rat_present,time_series,11.5,,,aggregate_behavior,0.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
control,time_series,-1.0,,,aggregate_behavior,43.0,4.0
control,time_series,-0.5,,,aggregate_behavior,46.0,4.0
control,time_series,0.0,,,aggregate_behavior,45.0,4.0
control,time_series,0.5,,,aggregate_behavior,26.0,4.0
control,time_series,1.0,,,aggregate_behavior,14.0,4.0
control,time_series,1.5,,,aggregate_behavior,26.0,3.975806452
control,time_series,2.0,,,aggregate_behavior,10.0,3.6
control,time_series,2.5,,,aggregate_behavior,12.0,3.124193548
control,time_series,3.0,,,aggregate_behavior,50.0,3.0
control,time_series,3.5,,,aggregate_behavior,80.0,3.0
control,time_series,4.0,,,aggregate_behavior,110.0,3.0
control,time_series,4.5,,,aggregate_behavior,71.0,3.0
control,time_series,5.0,,,aggregate_behavior,55.0,3.0
control,time_series,5.5,,,aggregate_behavior,74.0,2.987903226
control,time_series,6.0,,,aggregate_behavior,73.0,2.625
control,time_series,6.5,,,aggregate_behavior,69.0,2.120967742
control,time_series,7.0,,,aggregate_behavior,78.0,2.0
control,time_series,7.5,,,aggregate_behavior,45.0,2.0
control,time_series,8.0,,,aggregate_behavior,39.0,2.0
control,time_series,8.5,,,aggregate_behavior,35.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,21.0,2.0
control,time_series,9.5,,,aggregate_behavior,7.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,12.0,2.0
control,time_series,10.5,,,aggregate_behavior,2.0,1.973908918
control,time_series,11.0,,,aggregate_behavior,3.0,1.632352941
control,time_series,12.0,,,aggregate_behavior,2.0,0.0
control,time_series,-2.0,,,aggregate_behavior,20.0,4.0
control,time_series,-1.5,,,aggregate_behavior,22.0,4.0
control,time_series,-1.0,,,aggregate_behavior,46.0,4.0
control,time_series,-0.5,,,aggregate_behavior,88.0,4.0
control,time_series,0.0,,,aggregate_behavior,58.0,4.0
control,time_series,0.5,,,aggregate_behavior,39.0,3.97091486
control,time_series,1.0,,,aggregate_behavior,9.0,3.590163934
control,time_series,1.5,,,aggregate_behavior,46.0,3.122157589
control,time_series,2.0,,,aggregate_behavior,41.0,3.0
control,time_series,2.5,,,aggregate_behavior,41.0,3.0
control,time_series,3.0,,,aggregate_behavior,41.0,3.0
control,time_series,3.5,,,aggregate_behavior,21.0,3.0
control,time_series,4.0,,,aggregate_behavior,81.0,3.0
control,time_series,4.5,,,aggregate_behavior,67.0,3.0
control,time_series,5.0,,,aggregate_behavior,72.0,3.0
control,time_series,5.5,,,aggregate_behavior,71.0,2.964516129
control,time_series,6.0,,,aggregate_behavior,58.0,2.566666667
control,time_series,6.5,,,aggregate_behavior,72.0,2.102150538
control,time_series,7.0,,,aggregate_behavior,61.0,2.0
control,time_series,7.5,,,aggregate_behavior,70.0,2.0
control,time_series,8.0,,,aggregate_behavior,43.0,2.0
control,time_series,8.5,,,aggregate_behavior,36.0,2.0
control,time_series,9.0,,,aggregate_behavior,30.0,2.0
control,time_series,9.5,,,aggregate_behavior,13.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,6.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,6.0,2.0
rat_present,time_series,11.0,,,aggregate_behavior,10.0,2.0
rat_present,time_series,11.5,,,aggregate_behavior,2.0,2.0
rat_present,time_series,12.0,,,aggregate_behavior,5.0,0.0
control,time_series,13.0,,,aggregate_behavior,1.0,0.0
rat_present,time_series,-1.5,,,aggregate_behavior,1.0,4.0
rat_present,time_series,-1.0,,,aggregate_behavior,23.0,4.0
rat_present,time_series,-0.5,,,aggregate_behavior,40.0,4.0
control,time_series,0.0,,,aggregate_behavior,33.0,4.0
rat_present,time_series,0.5,,,aggregate_behavior,16.0,3.958064516
rat_present,time_series,1.0,,,aggregate_behavior,25.0,3.55
rat_present,time_series,1.5,,,aggregate_behavior,21.0,3.091935484
control,time_series,2.0,,,aggregate_behavior,7.0,3.0
control,time_series,2.5,,,aggregate_behavior,14.0,3.02908514
control,time_series,3.0,,,aggregate_behavior,27.0,3.409836066
rat_present,time_series,3.5,,,aggregate_behavior,51.0,3.877842411
control,time_series,4.0,,,aggregate_behavior,73.0,4.0
control,time_series,4.5,,,aggregate_behavior,53.0,3.979262673
rat_present,time_series,5.0,,,aggregate_behavior,46.0,3.589285714
control,time_series,5.5,,,aggregate_behavior,51.0,3.05656682
rat_present,time_series,6.0,,,aggregate_behavior,42.0,2.55
control,time_series,6.5,,,aggregate_behavior,46.0,2.091935484
rat_present,time_series,7.0,,,aggregate_behavior,51.0,2.0
control,time_series,7.5,,,aggregate_behavior,68.0,2.0
control,time_series,8.0,,,aggregate_behavior,39.0,2.0
control,time_series,8.5,,,aggregate_behavior,23.0,2.0
rat_present,time_series,9.0,,,aggregate_behavior,20.0,2.0
rat_present,time_series,9.5,,,aggregate_behavior,13.0,2.0
rat_present,time_series,10.0,,,aggregate_behavior,5.0,2.0
rat_present,time_series,10.5,,,aggregate_behavior,7.0,2.0
rat_present,time_series,11.0,,,aggregate_behavior,2.0,2.0
rat_present,time_series,11.5,,,aggregate_behavior,1.0,2.0
